,num,harold_LOC,kilby_LOC,harold_avg_numbugs_LOC,kilby_avg_numbugs_LOC,harold_CC,kilby_CC,harold_avg_bfs_CC,harold_avg_bfs_LOC,harold_avg_bfs_churn,harold_avg_exp_CC,harold_avg_exp_LOC,harold_avg_exp_churn,harold_avg_numbugs_CC,harold_avg_numbugs_churn,harold_churn,kilby_avg_bfs_CC,kilby_avg_bfs_LOC,kilby_avg_bfs_churn,kilby_avg_exp_CC,kilby_avg_exp_LOC,kilby_avg_exp_churn,kilby_avg_numbugs_CC,kilby_avg_numbugs_churn,kilby_churn
43,43.0,381.0,862.0,0.0009186351706036746,0.0018561484918793497,0.0,1128.0,,6.986422522955947e-05,0.0014711543749656275,,0.0027440721006543557,0.04838186905611349,,0.018939393939393943,66.0,0.00015121363730510745,9.287752083610806e-05,,0.0028220534614661224,0.0011759708954646208,,0.0028368794326241137,,0.0
44,44.0,717.0,418.0,0.0009762900976290099,0.002232854864433811,0.0,0.0,,7.171779301569938e-05,0.0024324460576729172,,0.006631340305701048,0.02781068538074286,,0.018055555555555557,72.0,,5.9929072888207854e-05,,,0.0010380810491116186,,,,0.0
45,45.0,385.0,832.0,0.0012987012987012987,0.002083333333333332,1216.0,0.0,0.00026541654726653285,9.113693324219643e-05,0.000546416095856995,0.012146245742300735,0.0067825756696593435,0.03409239799795602,0.003083881578947369,0.011290322580645162,62.0,,7.45906441242544e-05,0.0005986562425528317,,0.0014569076133447401,0.006050059096637684,,0.009160305343511446,131.0
46,46.0,344.0,414.0,0.001308139534883721,0.0020933977455716585,0.0,1008.0,,0.0001160680369729456,0.0008304460210086331,,0.0038633744544990826,0.02116288801909757,,0.01,55.0,0.00015810075288927249,0.00011432685805469192,,0.0018697723600418219,0.0010677402958059047,,0.0033068783068783063,,0.0
47,47.0,408.0,741.0,0.0006127450980392157,0.0017993702204228503,0.0,0.0,,2.668944165688054e-05,,,0.0007466430926554211,,,,0.0,,0.00011314015925241886,,,0.0016511222782889963,,,,0.0
48,48.0,687.0,317.0,0.0008733624454148473,0.001682439537329127,0.0,842.0,,0.00011975931899215485,0.0005718768905021178,,0.003471101351902632,0.03199042106688285,,0.01015625,64.0,0.00012034957290104371,5.9962323011871875e-05,0.00011516787726853935,0.0031111005000518145,0.0013809694716020893,0.0022659847478295678,0.0029295328582739496,0.006382978723404258,94.0
49,49.0,372.0,724.0,0.0014784946236559141,0.002209944751381214,1118.0,0.0,0.00042477113763991753,4.634779384501302e-05,0.0010387060690111747,0.014160014570911122,0.00949158390328695,0.044362358158479845,0.003846153846153847,0.012264150943396227,53.0,,8.954254366198744e-05,,,0.0010802191985405662,,,,0.0
50,50.0,381.0,320.0,0.001443569553805774,0.002291666666666665,0.0,0.0,,5.87494621248569e-05,0.0019242898147790585,,0.003959395408636471,0.04325319321776105,,0.014893617021276596,47.0,,0.00031470292044310144,,,0.0028683704020530353,,,,0.0
51,51.0,371.0,643.0,0.0009433962264150945,0.0014515292897874547,0.0,911.0,,4.810334228544688e-05,0.002934589953407413,,0.0028815351838511393,0.0642087210987074,,0.022807017543859647,57.0,0.0001456407807451282,4.46359352168132e-05,,0.0034266577398754322,0.001173391940846146,,0.003439443834613976,,0.0
52,52.0,670.0,310.0,0.001119402985074627,0.0030107526881720443,0.0,0.0,,0.0003151213081597456,0.0014432633307406464,,0.002870497229530658,0.0612278055007543,,0.018571428571428572,35.0,,9.664425169736556e-05,0.0005413913655752876,,0.0022689643753966704,0.008629083296820996,,0.011382113821138209,123.0
53,53.0,311.0,626.0,0.0017684887459807075,0.0013844515441959531,1045.0,0.0,0.00039742153602121127,0.00010406879822907978,0.002986188876446433,0.014916491435367833,0.009671116729921825,0.06387299721727709,0.0038755980861244024,0.01808510638297873,47.0,,3.3782805517214755e-05,,,0.0020617140889375965,,,,0.0
54,54.0,332.0,288.0,0.0010542168674698795,0.001157407407407408,0.0,777.0,,0.00014941799867345968,0.002464892973446087,,0.004967065663139968,0.0388679972049363,,0.01595744680851064,47.0,0.00023523739535824133,2.7973592928275707e-05,,0.0038285260697578896,0.0013588893641288857,,0.004290004290004288,,0.0
55,55.0,355.0,536.0,0.0005633802816901409,0.0041044776119402975,0.0,0.0,,5.282755212460478e-05,0.008780104968852693,,0.003537716959760184,0.012701165828696287,,0.016216216216216217,37.0,,0.00025411086561151947,0.0001092980202736522,,0.003196299299056471,0.00036880900303755165,,0.002395209580838324,167.0
56,56.0,593.0,230.0,0.001854974704890388,0.003478260869565217,0.0,0.0,,0.00016883809803627516,0.0018084462807789828,,0.006125941745675311,0.019346549826866257,,0.00851063829787234,47.0,,8.97587460046412e-05,,,0.0038726894038010884,,,,0.0
57,57.0,279.0,515.0,0.0005376344086021506,0.002977346278317151,1013.0,761.0,0.0003687692185496591,2.6019814088428345e-05,,0.013612904967616758,0.0010452789205966533,,0.003504442250740375,,0.0,0.00019634815588223992,9.263876260033839e-05,,0.003392782671937896,0.0019060353633924935,,0.0035041611914148033,,0.0
58,58.0,275.0,241.0,0.0014545454545454547,0.00580912863070539,0.0,0.0,,0.00013969092009019418,0.0063790942874427424,,0.005961155010708217,0.049001972844377385,,0.026785714285714284,56.0,,0.0003525717365960062,0.001134504028197382,,0.0056676806434552375,0.006046834901625312,,0.011666666666666667,80.0
59,59.0,331.0,509.0,0.0013595166163141996,0.0030124426981008503,0.0,669.0,,0.00028694509479240346,0.0037238690596222363,,0.008486701794772995,0.0847940548184132,,0.024444444444444446,45.0,0.0001377354485885504,0.00013997788052714784,,0.002971315536767593,0.002604529924153935,,0.0033881415047334316,,0.0
60,60.0,622.0,256.0,0.001607717041800643,0.002083333333333334,0.0,0.0,,6.905499695574453e-05,0.003913339382940111,,0.0063211620489968395,0.03545841231158611,,0.02291666666666667,48.0,,0.00014456665407854978,,,0.002882070680068433,,,,0.0
61,61.0,277.0,475.0,0.0019855595667870036,0.0019649122807017553,853.0,0.0,0.0005014152391935089,0.00011684258573734248,0.002851957479906663,0.013291201725389343,0.003139415872159348,0.07370765798873738,0.0036342321219226268,0.017857142857142856,42.0,,0.00016006784332432287,,,0.0011940029715006076,,,,0.0
62,62.0,247.0,198.0,0.0012145748987854254,0.0020202020202020193,0.0,664.0,,8.327393942065817e-05,0.0012037482869735907,,0.0033957448767829705,0.029169913294318544,,0.014285714285714287,49.0,0.0002597246994018371,6.23048206129777e-05,0.0004573151299603555,0.005712971647067307,0.0010325669008303738,0.006995051488343383,0.005722891566265058,0.016877637130801683,79.0
63,63.0,266.0,416.0,0.0011278195488721805,0.002403846153846155,0.0,0.0,,0.00028314888855532664,0.0023274181622638967,,0.003800626668213999,0.06559707554833469,,0.013888888888888888,36.0,,8.714850104578212e-05,,,0.0023652900243469077,,,,0.0
64,64.0,533.0,230.0,0.00075046904315197,0.004057971014492752,791.0,0.0,0.000515860906462066,9.477338944825989e-05,0.0011221044825634725,0.013851503664807478,0.001955426040544228,0.018552972930470885,0.0037926675094816695,0.012903225806451613,31.0,,0.00013354350015324666,,,0.003945215159742625,,,,0.0
65,65.0,274.0,371.0,0.0010948905109489052,0.0041329739442947,0.0,613.0,,0.00021747673992431404,0.006715063520871141,,0.0021850373857821384,0.025458718553758836,,0.02,35.0,0.0001322471000100212,0.00022665396318705347,0.0006169950214884486,0.0032992742085160833,0.003516840020382798,0.009888673357510333,0.0036976617727025557,0.017840375586854463,71.0
66,66.0,243.0,221.0,0.0018518518518518521,0.003016591251885369,0.0,0.0,,0.00019418490884512258,,,0.011331080154981228,,,,0.0,,0.0001856889630125811,,,0.0027008039512442434,,,,0.0
67,67.0,238.0,363.0,0.0018907563025210084,0.002938475665748393,0.0,0.0,,0.00016522035311402255,0.003741204190148695,,0.00521199543993065,0.0562978323143358,,0.023684210526315787,38.0,,0.00011235674514993381,,,0.0036715235408757443,,,,0.0
68,68.0,579.0,220.0,0.0015544041450777204,0.0033333333333333344,712.0,518.0,0.0004940795421331325,0.0001039612908753333,0.0013800665456745328,0.018339053234634653,0.0046404835362799535,0.07875964662875715,0.004002808988764045,0.018750000000000003,32.0,0.00012393705747180075,0.0001378970978668865,0.00015064467667112415,0.003984034138011895,0.002346605490318069,0.00294492981250613,0.0042471042471042475,0.005464480874316935,61.0
69,69.0,255.0,341.0,0.0011764705882352942,0.0011730205278592382,0.0,0.0,,8.659241070899031e-05,0.0011877886473964554,,0.004593746515665566,0.01262110915179014,,0.00975609756097561,41.0,,6.201770162397782e-05,,,0.0005544002067084935,,,,0.0
70,70.0,218.0,178.0,0.0009174311926605505,0.0029962546816479415,0.0,498.0,,0.00014846512040937545,0.003276870336761448,,0.004684041466995583,0.06987092697896018,,0.025,30.0,0.00015141128461479352,2.2630322368942164e-05,,0.004303355423404481,0.005277967339798727,,0.0038821954484605102,,0.0
71,71.0,251.0,351.0,0.0037848605577689245,0.0024691358024691358,0.0,0.0,,0.00019402125316037732,0.0018148820326678754,,0.0183134238027581,0.041704881947538026,,0.025806451612903226,31.0,,6.025081553782465e-05,0.0003863852523218082,,0.002245813623059135,0.015959153122326788,,0.019444444444444448,72.0
72,72.0,435.0,193.0,0.00206896551724138,0.006908462867012089,748.0,0.0,0.0005430896991695539,0.0003567181926278241,0.0011052166224580031,0.01476362275210689,0.008766818865140946,0.044351059176404445,0.004411764705882353,0.01346153846153846,26.0,,8.544265819284215e-05,,,0.0019225058395422308,,,,0.0
73,73.0,236.0,162.0,0.0023305084745762713,0.003292181069958847,0.0,545.0,,0.00017559240005331876,0.0008368622706190763,,0.01021458370623305,0.05531185125020313,,0.010000000000000002,30.0,0.00033306540277354315,0.00010878619472107223,,0.002564726379482187,0.0008448711043521427,,0.00525993883792049,,0.0
74,74.0,206.0,312.0,0.0009708737864077671,0.004273504273504274,0.0,0.0,,9.837952766079913e-05,0.001351709013914096,,0.003702885805998753,0.048626624695369644,,0.0140625,32.0,,0.000206574224701113,,,0.00172662915926389,,,,0.0
75,75.0,268.0,173.0,0.0027985074626865674,0.003853564547206165,0.0,0.0,,0.0002347608599470884,0.0021991138143588234,,0.015196660887277667,0.03718576415570728,,0.02027027027027027,37.0,,7.421895464785293e-05,0.00045127211233350395,,0.0016206233280754757,0.004406281776070501,,0.011320754716981121,53.0
76,76.0,530.0,313.0,0.0020754716981132076,0.003194888178913738,638.0,442.0,0.0007604678109715972,0.00021687269572760777,,0.014248492294096596,0.007970203700013794,,0.006269592476489028,,0.0,0.00023040240962757393,9.250053891618331e-05,,0.003661229577045009,0.0036533505330735155,,0.004223227752639517,,0.0
77,77.0,222.0,172.0,0.0036036036036036037,0.0034883720930232545,0.0,0.0,,0.0005436470953712331,0.002079552329098606,,0.018654113089530227,0.013575091389114554,,0.015625,32.0,,6.513618585915358e-05,,,0.003478922553563964,,,,0.0
78,78.0,223.0,350.0,0.0029147982062780273,0.002857142857142855,0.0,455.0,,0.0002387288772418134,0.0012423299628381312,,0.01288463570031292,0.055841650226296904,,0.02321428571428572,28.0,0.0002617221650454277,0.0001273198100992662,0.000566465256797583,0.004880192519200216,0.003782231455456433,0.012709275326897222,0.005567765567765563,0.01785714285714285,56.0
79,79.0,221.0,181.0,0.00248868778280543,0.0040515653775322295,0.0,0.0,,0.0002504701447799559,0.0012331890734794532,,0.008248453414984694,0.03338957278844589,,0.01153846153846154,26.0,,0.00013214045278273876,,,0.006773745327025507,,,,0.0
80,80.0,413.0,301.0,0.001937046004842615,0.0037652270210409744,585.0,0.0,0.00045191079673838276,0.00015893034749351465,0.0003024803387779796,0.011905753782276932,0.00471181326624744,0.04127929716881789,0.005897435897435898,0.009259259259259259,27.0,,0.00019154011636271167,,,0.005411815192585875,,,,0.0
81,81.0,204.0,160.0,0.002205882352941177,0.0037499999999999942,0.0,427.0,,0.00017496411752843886,0.0009430269385431125,,0.008019942339242763,0.04458355234864052,,0.010294117647058823,34.0,0.0002915608321482226,0.0001479103726082576,0.00013358817847380653,0.0032459336930020836,0.004233051753635589,0.0029896475271032298,0.004371584699453553,0.004081632653061226,49.0
82,82.0,173.0,289.0,0.003179190751445087,0.0025374855824682823,0.0,0.0,,0.000239536453251926,0.0004172142603834202,,0.009611998328348116,0.08113672651895011,,0.015517241379310345,29.0,,0.00019644431435271827,,,0.0025292963257863895,,,,0.0
83,83.0,205.0,152.0,0.0039024390243902443,0.004385964912280698,611.0,0.0,0.001283684972915385,0.0003423192126658109,0.003466890036762996,0.021327096027650802,0.009387569099086602,0.044174009039961264,0.007201309328968904,0.032692307692307694,26.0,,8.530105475168279e-05,,,0.006502971500607812,,,,0.0
84,84.0,421.0,249.0,0.0023752969121140144,0.002409638554216868,0.0,339.0,,0.00024572037021869115,0.004223090883707946,,0.009201139988152461,0.022837905392738857,,0.03653846153846154,26.0,0.0001321937931300817,4.903804543450743e-05,2.6974536037980143e-05,0.0024148920868755554,0.0030790398548857525,0.0029672797262617623,0.00471976401179941,0.004761904761904764,56.0
85,85.0,198.0,105.0,0.003787878787878788,0.0012698412698412703,0.0,0.0,,0.00019248748831325962,,,0.011711345789331168,,,,0.0,,0.00023497818059751627,,,0.00245834860890464,,,,0.0
86,86.0,197.0,270.0,0.0038071065989847717,0.001975308641975308,0.0,0.0,,0.0002978740392026801,0.002250453720508169,,0.01283468106075288,0.04250203086921203,,0.01,25.0,,3.683189735556303e-05,,,0.0023255077147292715,,,,0.0
87,87.0,216.0,138.0,0.0027777777777777783,0.003864734299516904,539.0,346.0,0.0006122561217194351,0.00035149335663552236,0.0050035289372857405,0.023722235367819734,0.017583942594096947,0.05005528477298263,0.005194805194805195,0.02291666666666667,24.0,0.00021901867989219354,0.0001651050104353661,,0.0038426450155016126,0.005938433691622963,,0.0044315992292870915,,0.0
88,88.0,426.0,249.0,0.002816901408450704,0.0032128514056224914,0.0,0.0,,0.000298930100059928,0.0027486256871564222,,0.0036152014533262387,0.06166778511637766,,0.019565217391304346,23.0,,0.0001501474174644199,0.0008994781653391911,,0.0034122804305330764,0.01287813982424761,,0.010909090909090898,55.0
89,89.0,193.0,108.0,0.0007772020725388602,0.004938271604938271,0.0,346.0,,0.0002491936469725321,0.003219255034137068,,0.0077909614745162725,0.05408881668021349,,0.02678571428571429,28.0,0.00025831106764693894,0.0002319477080302864,,0.004924914827652702,0.0014336406551975407,,0.005394990366088631,,0.0
